tag,fasta,gff3,monoploid_ids,synteny_labels,reads_1
FI1,https://raw.githubusercontent.com/Plant-Food-Research-Open/assemblyqc/refs/heads/ncbi/ftp/tests/ncbi_ftp/GCA_003814445.1_ASM381444v1_genomic.fna.gz,https://raw.githubusercontent.com/Plant-Food-Research-Open/assemblyqc/refs/heads/ncbi/ftp/tests/ncbi_ftp/GCA_003814445.1_ASM381444v1_genomic.gff.gz,https://raw.githubusercontent.com/plant-food-research-open/assemblyqc/dev/tests/stub/FI1.monoploid.seqs.txt,https://raw.githubusercontent.com/plant-food-research-open/assemblyqc/dev/tests/stub/FI1.seq.labels.tsv,SRR8238189
